Estacion,Fecha,Hora,"PM 2,5",PM 10,SO2,NO2,O3,CO
PARIACHI,03/10/2025,18:00,20.75,31.59,13.67,108.79,4.20,3.501.75
PARIACHI,03/10/2025,17:00,17.71,30.93,14.02,110.44,6.69,3.474.15
PARIACHI,03/10/2025,16:00,27.49,47.57,14.70,108.89,10.79,3.527.05
PARIACHI,03/10/2025,15:00,23.65,47.77,14.96,105.06,12.05,3.547.75
PARIACHI,03/10/2025,14:00,20.44,43.99,14.19,101.70,10.93,3.468.40
PARIACHI,03/10/2025,13:00,21.74,31.61,13.71,95.57,6.73,3.384.45
PARIACHI,03/10/2025,12:00,39.87,52.39,12.81,91.98,4.94,3.429.30
PARIACHI,03/10/2025,11:00,53.25,63.20,12.61,87.99,4.28,3.521.30
PARIACHI,03/10/2025,10:00,37.43,41.45,12.33,79.87,4.51,3.592.60
PARIACHI,03/10/2025,09:00,29.50,31.26,12.20,72.34,4.48,3.399.40
PARIACHI,03/10/2025,08:00,30.81,32.45,12.14,66.15,4.74,3.325.80
PARIACHI,03/10/2025,07:00,37.09,39.75,12.14,64.05,4.31,3.179.75
PARIACHI,03/10/2025,06:00,43.76,50.16,12.08,64.52,4.65,3.128.00
PARIACHI,03/10/2025,05:00,40.81,43.41,11.97,64.87,4.13,3.253.35
PARIACHI,03/10/2025,04:00,39.11,40.28,11.91,66.09,3.94,3.169.40
PARIACHI,03/10/2025,03:00,21.91,22.05,11.97,67.91,3.68,3.222.30
PARIACHI,03/10/2025,02:00,15.39,15.59,12.49,73.13,3.63,3.438.50
PARIACHI,03/10/2025,01:00,13.86,14.18,12.57,76.66,4.01,3.689.20
PARIACHI,03/10/2025,00:00,16.08,16.70,12.72,81.39,3.63,3.834.10
PARIACHI,02/10/2025,23:00,18.13,20.16,13.15,87.58,4.19,4.104.35
PARIACHI,02/10/2025,22:00,16.49,18.41,13.02,93.21,4.01,4.250.40
PARIACHI,02/10/2025,21:00,16.50,18.34,12.81,99.22,3.63,4.043.40
PARIACHI,02/10/2025,20:00,18.04,20.81,12.51,109.06,3.50,3.936.45
PARIACHI,02/10/2025,19:00,17.18,23.07,12.33,111.18,3.92,3.696.10
PARIACHI,02/10/2025,18:00,9.70,15.65,12.51,104.21,4.08,3.491.40
PARIACHI,02/10/2025,17:00,13.03,25.07,12.53,97.37,7.71,3.433.90
PARIACHI,02/10/2025,16:00,12.71,30.86,12.89,95.47,11.51,3.431.60
PARIACHI,02/10/2025,15:00,19.44,45.84,13.71,96.60,19.55,3.477.60
PARIACHI,02/10/2025,14:00,18.31,43.56,14.57,100.73,22.07,3.605.25
PARIACHI,02/10/2025,13:00,18.91,49.17,15.56,110.02,18.35,3.639.75
PARIACHI,02/10/2025,12:00,20.32,35.83,17.83,127.90,9.76,3.745.55
PARIACHI,02/10/2025,11:00,27.19,36.63,19.60,135.25,4.87,3.972.10
PARIACHI,02/10/2025,10:00,39.05,46.23,18.49,129.16,4.68,4.297.55
PARIACHI,02/10/2025,09:00,40.17,50.41,16.10,105.27,4.74,4.518.35
PARIACHI,02/10/2025,08:00,47.41,51.70,16.52,89.02,4.49,4.796.65
PARIACHI,02/10/2025,07:00,36.51,40.97,16.05,75.66,4.27,4.657.50
PARIACHI,02/10/2025,06:00,30.21,32.30,16.51,75.13,4.30,4.157.25
PARIACHI,02/10/2025,05:00,100.28,127.21,18.98,78.01,4.67,4.084.80
PARIACHI,02/10/2025,04:00,73.70,90.01,20.17,80.74,4.34,4.123.90
PARIACHI,02/10/2025,03:00,40.76,45.60,18.81,84.81,4.54,4.075.60
PARIACHI,02/10/2025,02:00,45.95,52.33,17.41,86.15,4.48,4.294.10
PARIACHI,02/10/2025,01:00,24.62,26.11,14.54,90.38,4.67,4.551.70
PARIACHI,02/10/2025,00:00,25.10,28.30,13.80,90.17,4.42,4.675.90
PARIACHI,01/10/2025,23:00,25.93,28.96,13.31,91.09,4.08,4.506.85
PARIACHI,01/10/2025,22:00,49.69,59.34,13.50,90.95,4.39,4.252.70
PARIACHI,01/10/2025,21:00,108.99,143.87,13.48,95.22,4.17,4.138.85
PARIACHI,01/10/2025,20:00,19.02,22.45,13.52,101.17,3.82,3.968.65
PARIACHI,01/10/2025,19:00,25.40,32.72,13.79,107.61,3.64,3.715.65
PARIACHI,01/10/2025,18:00,77.76,107.16,14.38,112.55,3.01,3.596.05
PARIACHI,03/10/2025,18:00,20.75,31.59,13.67,108.79,4.20,3.501.75
PARIACHI,03/10/2025,17:00,17.71,30.93,14.02,110.44,6.69,3.474.15
PARIACHI,03/10/2025,16:00,27.49,47.57,14.70,108.89,10.79,3.527.05
PARIACHI,03/10/2025,15:00,23.65,47.77,14.96,105.06,12.05,3.547.75
PARIACHI,03/10/2025,14:00,20.44,43.99,14.19,101.70,10.93,3.468.40
PARIACHI,03/10/2025,13:00,21.74,31.61,13.71,95.57,6.73,3.384.45
PARIACHI,03/10/2025,12:00,39.87,52.39,12.81,91.98,4.94,3.429.30
PARIACHI,03/10/2025,11:00,53.25,63.20,12.61,87.99,4.28,3.521.30
PARIACHI,03/10/2025,10:00,37.43,41.45,12.33,79.87,4.51,3.592.60
PARIACHI,03/10/2025,09:00,29.50,31.26,12.20,72.34,4.48,3.399.40
PARIACHI,03/10/2025,08:00,30.81,32.45,12.14,66.15,4.74,3.325.80
PARIACHI,03/10/2025,07:00,37.09,39.75,12.14,64.05,4.31,3.179.75
PARIACHI,03/10/2025,06:00,43.76,50.16,12.08,64.52,4.65,3.128.00
PARIACHI,03/10/2025,05:00,40.81,43.41,11.97,64.87,4.13,3.253.35
PARIACHI,03/10/2025,04:00,39.11,40.28,11.91,66.09,3.94,3.169.40
PARIACHI,03/10/2025,03:00,21.91,22.05,11.97,67.91,3.68,3.222.30
PARIACHI,03/10/2025,02:00,15.39,15.59,12.49,73.13,3.63,3.438.50
PARIACHI,03/10/2025,01:00,13.86,14.18,12.57,76.66,4.01,3.689.20
PARIACHI,03/10/2025,00:00,16.08,16.70,12.72,81.39,3.63,3.834.10
PARIACHI,02/10/2025,23:00,18.13,20.16,13.15,87.58,4.19,4.104.35
PARIACHI,02/10/2025,22:00,16.49,18.41,13.02,93.21,4.01,4.250.40
PARIACHI,02/10/2025,21:00,16.50,18.34,12.81,99.22,3.63,4.043.40
PARIACHI,02/10/2025,20:00,18.04,20.81,12.51,109.06,3.50,3.936.45
PARIACHI,02/10/2025,19:00,17.18,23.07,12.33,111.18,3.92,3.696.10
PARIACHI,02/10/2025,18:00,9.70,15.65,12.51,104.21,4.08,3.491.40
PARIACHI,02/10/2025,17:00,13.03,25.07,12.53,97.37,7.71,3.433.90
PARIACHI,02/10/2025,16:00,12.71,30.86,12.89,95.47,11.51,3.431.60
PARIACHI,02/10/2025,15:00,19.44,45.84,13.71,96.60,19.55,3.477.60
PARIACHI,02/10/2025,14:00,18.31,43.56,14.57,100.73,22.07,3.605.25
PARIACHI,02/10/2025,13:00,18.91,49.17,15.56,110.02,18.35,3.639.75
PARIACHI,02/10/2025,12:00,20.32,35.83,17.83,127.90,9.76,3.745.55
PARIACHI,02/10/2025,11:00,27.19,36.63,19.60,135.25,4.87,3.972.10
PARIACHI,02/10/2025,10:00,39.05,46.23,18.49,129.16,4.68,4.297.55
PARIACHI,02/10/2025,09:00,40.17,50.41,16.10,105.27,4.74,4.518.35
PARIACHI,02/10/2025,08:00,47.41,51.70,16.52,89.02,4.49,4.796.65
PARIACHI,02/10/2025,07:00,36.51,40.97,16.05,75.66,4.27,4.657.50
PARIACHI,02/10/2025,06:00,30.21,32.30,16.51,75.13,4.30,4.157.25
PARIACHI,02/10/2025,05:00,100.28,127.21,18.98,78.01,4.67,4.084.80
PARIACHI,02/10/2025,04:00,73.70,90.01,20.17,80.74,4.34,4.123.90
PARIACHI,02/10/2025,03:00,40.76,45.60,18.81,84.81,4.54,4.075.60
PARIACHI,02/10/2025,02:00,45.95,52.33,17.41,86.15,4.48,4.294.10
PARIACHI,02/10/2025,01:00,24.62,26.11,14.54,90.38,4.67,4.551.70
PARIACHI,02/10/2025,00:00,25.10,28.30,13.80,90.17,4.42,4.675.90
PARIACHI,01/10/2025,23:00,25.93,28.96,13.31,91.09,4.08,4.506.85
PARIACHI,01/10/2025,22:00,49.69,59.34,13.50,90.95,4.39,4.252.70
PARIACHI,01/10/2025,21:00,108.99,143.87,13.48,95.22,4.17,4.138.85
PARIACHI,01/10/2025,20:00,19.02,22.45,13.52,101.17,3.82,3.968.65
PARIACHI,01/10/2025,19:00,25.40,32.72,13.79,107.61,3.64,3.715.65
PARIACHI,01/10/2025,18:00,77.76,107.16,14.38,112.55,3.01,3.596.05
SAN BORJA,03/10/2025,18:00,20.97,92.30,22.69,38.88,25.87,1.078.70
SAN BORJA,03/10/2025,17:00,19.50,111.20,22.93,36.32,38.26,837.20
SAN BORJA,03/10/2025,16:00,21.10,116.00,19.72,37.60,38.18,854.45
SAN BORJA,03/10/2025,15:00,26.81,116.00,24.50,38.18,42.67,870.55
SAN BORJA,03/10/2025,14:00,29.50,113.00,27.90,37.64,46.53,872.85
SAN BORJA,03/10/2025,13:00,33.55,111.00,22.45,35.70,40.83,885.50
SAN BORJA,03/10/2025,12:00,31.47,110.70,23.45,33.43,36.06,940.70
SAN BORJA,03/10/2025,11:00,39.22,141.00,23.48,31.60,22.34,1.054.55
SAN BORJA,03/10/2025,10:00,37.28,133.40,30.97,30.83,16.50,1.105.15
SAN BORJA,03/10/2025,09:00,33.70,136.50,23.87,29.18,12.12,1.175.30
SAN BORJA,03/10/2025,08:00,24.00,62.59,22.35,27.37,10.84,1.237.40
SAN BORJA,03/10/2025,07:00,20.65,51.70,24.52,25.25,19.25,863.65
SAN BORJA,03/10/2025,06:00,18.46,47.00,22.95,22.52,29.87,707.25
SAN BORJA,03/10/2025,05:00,17.93,44.81,22.69,21.30,35.95,585.35
SAN BORJA,03/10/2025,04:00,16.20,42.86,21.62,20.98,35.06,565.80
SAN BORJA,03/10/2025,03:00,16.75,40.12,22.19,22.15,34.10,566.95
SAN BORJA,03/10/2025,02:00,17.93,41.13,22.32,23.88,26.07,623.30
SAN BORJA,03/10/2025,01:00,17.84,45.79,23.27,24.50,19.05,675.05
SAN BORJA,03/10/2025,00:00,15.28,40.62,23.89,25.21,20.60,715.30
SAN BORJA,02/10/2025,23:00,17.32,47.74,19.19,26.68,12.65,879.75
SAN BORJA,02/10/2025,22:00,26.03,72.11,23.53,27.81,5.05,1.123.55
SAN BORJA,02/10/2025,21:00,19.09,57.72,26.04,27.58,7.93,1.127.00
SAN BORJA,02/10/2025,20:00,14.36,48.00,21.75,27.86,15.63,1.094.80
SAN BORJA,02/10/2025,19:00,16.40,65.15,21.82,28.39,12.22,1.146.55
SAN BORJA,02/10/2025,18:00,16.02,65.34,22.24,27.90,19.03,991.30
SAN BORJA,02/10/2025,17:00,18.67,89.70,22.14,28.69,25.62,939.55
SAN BORJA,02/10/2025,16:00,15.67,47.52,21.46,28.59,33.75,759.00
SAN BORJA,02/10/2025,15:00,17.16,49.88,21.67,30.40,39.06,709.55
SAN BORJA,02/10/2025,14:00,18.32,52.56,22.37,32.77,40.38,767.05
SAN BORJA,02/10/2025,13:00,22.02,56.67,21.62,36.72,47.65,867.10
SAN BORJA,02/10/2025,12:00,26.61,65.63,21.09,36.92,51.33,874.00
SAN BORJA,02/10/2025,11:00,28.55,65.09,21.14,34.39,45.51,848.70
SAN BORJA,02/10/2025,10:00,36.63,89.70,22.06,30.94,23.87,1.013.15
SAN BORJA,02/10/2025,09:00,46.74,124.50,23.37,28.58,12.72,1.143.10
SAN BORJA,02/10/2025,08:00,39.75,97.70,21.75,26.15,10.17,1.141.95
SAN BORJA,02/10/2025,07:00,43.91,107.90,21.30,25.23,6.81,1.120.10
SAN BORJA,02/10/2025,06:00,51.37,115.50,20.62,25.47,3.83,746.35
SAN BORJA,02/10/2025,05:00,48.86,107.80,23.55,24.01,6.97,667.00
SAN BORJA,02/10/2025,04:00,44.44,98.60,22.77,23.69,12.63,615.25
SAN BORJA,02/10/2025,03:00,43.78,104.90,22.74,24.59,12.38,635.95
SAN BORJA,02/10/2025,02:00,42.41,106.70,23.29,25.76,8.41,698.05
SAN BORJA,02/10/2025,01:00,38.58,100.50,22.85,26.34,8.14,731.40
SAN BORJA,02/10/2025,00:00,32.14,81.00,21.80,26.62,10.22,808.45
SAN BORJA,01/10/2025,23:00,33.12,89.50,22.17,27.88,9.43,938.40
SAN BORJA,01/10/2025,22:00,32.48,97.00,22.98,29.29,6.90,1.008.55
SAN BORJA,01/10/2025,21:00,35.96,101.20,22.85,30.74,6.54,1.031.55
SAN BORJA,01/10/2025,20:00,33.79,94.60,22.58,31.11,10.32,1.091.35
SAN BORJA,01/10/2025,19:00,24.23,89.60,22.06,31.17,13.63,1.105.15
SAN BORJA,01/10/2025,18:00,22.43,95.00,21.46,30.66,24.13,902.75
SAN BORJA,03/10/2025,18:00,20.97,92.30,22.69,38.88,25.87,1.078.70
SAN BORJA,03/10/2025,17:00,19.50,111.20,22.93,36.32,38.26,837.20
SAN BORJA,03/10/2025,16:00,21.10,116.00,19.72,37.60,38.18,854.45
SAN BORJA,03/10/2025,15:00,26.81,116.00,24.50,38.18,42.67,870.55
SAN BORJA,03/10/2025,14:00,29.50,113.00,27.90,37.64,46.53,872.85
SAN BORJA,03/10/2025,13:00,33.55,111.00,22.45,35.70,40.83,885.50
SAN BORJA,03/10/2025,12:00,31.47,110.70,23.45,33.43,36.06,940.70
SAN BORJA,03/10/2025,11:00,39.22,141.00,23.48,31.60,22.34,1.054.55
SAN BORJA,03/10/2025,10:00,37.28,133.40,30.97,30.83,16.50,1.105.15
SAN BORJA,03/10/2025,09:00,33.70,136.50,23.87,29.18,12.12,1.175.30
SAN BORJA,03/10/2025,08:00,24.00,62.59,22.35,27.37,10.84,1.237.40
SAN BORJA,03/10/2025,07:00,20.65,51.70,24.52,25.25,19.25,863.65
SAN BORJA,03/10/2025,06:00,18.46,47.00,22.95,22.52,29.87,707.25
SAN BORJA,03/10/2025,05:00,17.93,44.81,22.69,21.30,35.95,585.35
SAN BORJA,03/10/2025,04:00,16.20,42.86,21.62,20.98,35.06,565.80
SAN BORJA,03/10/2025,03:00,16.75,40.12,22.19,22.15,34.10,566.95
SAN BORJA,03/10/2025,02:00,17.93,41.13,22.32,23.88,26.07,623.30
SAN BORJA,03/10/2025,01:00,17.84,45.79,23.27,24.50,19.05,675.05
SAN BORJA,03/10/2025,00:00,15.28,40.62,23.89,25.21,20.60,715.30
SAN BORJA,02/10/2025,23:00,17.32,47.74,19.19,26.68,12.65,879.75
SAN BORJA,02/10/2025,22:00,26.03,72.11,23.53,27.81,5.05,1.123.55
SAN BORJA,02/10/2025,21:00,19.09,57.72,26.04,27.58,7.93,1.127.00
SAN BORJA,02/10/2025,20:00,14.36,48.00,21.75,27.86,15.63,1.094.80
SAN BORJA,02/10/2025,19:00,16.40,65.15,21.82,28.39,12.22,1.146.55
SAN BORJA,02/10/2025,18:00,16.02,65.34,22.24,27.90,19.03,991.30
SAN BORJA,02/10/2025,17:00,18.67,89.70,22.14,28.69,25.62,939.55
SAN BORJA,02/10/2025,16:00,15.67,47.52,21.46,28.59,33.75,759.00
SAN BORJA,02/10/2025,15:00,17.16,49.88,21.67,30.40,39.06,709.55
SAN BORJA,02/10/2025,14:00,18.32,52.56,22.37,32.77,40.38,767.05
SAN BORJA,02/10/2025,13:00,22.02,56.67,21.62,36.72,47.65,867.10
SAN BORJA,02/10/2025,12:00,26.61,65.63,21.09,36.92,51.33,874.00
SAN BORJA,02/10/2025,11:00,28.55,65.09,21.14,34.39,45.51,848.70
SAN BORJA,02/10/2025,10:00,36.63,89.70,22.06,30.94,23.87,1.013.15
SAN BORJA,02/10/2025,09:00,46.74,124.50,23.37,28.58,12.72,1.143.10
SAN BORJA,02/10/2025,08:00,39.75,97.70,21.75,26.15,10.17,1.141.95
SAN BORJA,02/10/2025,07:00,43.91,107.90,21.30,25.23,6.81,1.120.10
SAN BORJA,02/10/2025,06:00,51.37,115.50,20.62,25.47,3.83,746.35
SAN BORJA,02/10/2025,05:00,48.86,107.80,23.55,24.01,6.97,667.00
SAN BORJA,02/10/2025,04:00,44.44,98.60,22.77,23.69,12.63,615.25
SAN BORJA,02/10/2025,03:00,43.78,104.90,22.74,24.59,12.38,635.95
SAN BORJA,02/10/2025,02:00,42.41,106.70,23.29,25.76,8.41,698.05
SAN BORJA,02/10/2025,01:00,38.58,100.50,22.85,26.34,8.14,731.40
SAN BORJA,02/10/2025,00:00,32.14,81.00,21.80,26.62,10.22,808.45
SAN BORJA,01/10/2025,23:00,33.12,89.50,22.17,27.88,9.43,938.40
SAN BORJA,01/10/2025,22:00,32.48,97.00,22.98,29.29,6.90,1.008.55
SAN BORJA,01/10/2025,21:00,35.96,101.20,22.85,30.74,6.54,1.031.55
SAN BORJA,01/10/2025,20:00,33.79,94.60,22.58,31.11,10.32,1.091.35
SAN BORJA,01/10/2025,19:00,24.23,89.60,22.06,31.17,13.63,1.105.15
SAN BORJA,01/10/2025,18:00,22.43,95.00,21.46,30.66,24.13,902.75
VILLA MARIA DEL TRIUNFO,03/10/2025,18:00,,,,,5.00,1.246.60
VILLA MARIA DEL TRIUNFO,03/10/2025,17:00,,,,,4.86,1.191.40
VILLA MARIA DEL TRIUNFO,03/10/2025,16:00,,,,,4.77,1.215.55
VILLA MARIA DEL TRIUNFO,03/10/2025,15:00,,,,,4.47,1.311.00
VILLA MARIA DEL TRIUNFO,03/10/2025,14:00,,,,,4.67,1.343.20
VILLA MARIA DEL TRIUNFO,03/10/2025,13:00,,,,,5.00,1.363.90
VILLA MARIA DEL TRIUNFO,03/10/2025,12:00,,,,,5.01,1.399.55
VILLA MARIA DEL TRIUNFO,03/10/2025,11:00,,,,,4.73,1.400.70
VILLA MARIA DEL TRIUNFO,03/10/2025,10:00,,,,,4.73,1.462.80
VILLA MARIA DEL TRIUNFO,03/10/2025,09:00,,,,,5.41,1.454.75
VILLA MARIA DEL TRIUNFO,03/10/2025,08:00,,,,,4.67,1.380.00
VILLA MARIA DEL TRIUNFO,03/10/2025,07:00,,,,,4.90,1.269.60
VILLA MARIA DEL TRIUNFO,03/10/2025,06:00,,,,,4.90,1.161.50
VILLA MARIA DEL TRIUNFO,03/10/2025,05:00,,,,,4.87,1.156.90
VILLA MARIA DEL TRIUNFO,03/10/2025,04:00,,,,,5.20,1.166.10
VILLA MARIA DEL TRIUNFO,03/10/2025,03:00,,,,,4.82,1.225.90
VILLA MARIA DEL TRIUNFO,03/10/2025,02:00,,,,,5.16,1.270.75
VILLA MARIA DEL TRIUNFO,03/10/2025,01:00,,,,,5.31,1.382.30
VILLA MARIA DEL TRIUNFO,03/10/2025,00:00,,,,,4.57,1.465.10
VILLA MARIA DEL TRIUNFO,02/10/2025,23:00,,,,,4.91,1.469.70
VILLA MARIA DEL TRIUNFO,02/10/2025,22:00,,,,,4.71,1.469.70
VILLA MARIA DEL TRIUNFO,02/10/2025,21:00,,,,,4.52,1.516.85
VILLA MARIA DEL TRIUNFO,02/10/2025,20:00,,,,,4.78,1.474.30
VILLA MARIA DEL TRIUNFO,02/10/2025,19:00,,,,,4.86,1.361.60
VILLA MARIA DEL TRIUNFO,02/10/2025,18:00,,,,,5.01,1.306.40
VILLA MARIA DEL TRIUNFO,02/10/2025,17:00,,,,,5.24,1.261.55
VILLA MARIA DEL TRIUNFO,02/10/2025,16:00,,,,,4.99,1.253.50
VILLA MARIA DEL TRIUNFO,02/10/2025,15:00,,,,,4.66,1.261.55
VILLA MARIA DEL TRIUNFO,02/10/2025,14:00,,,,,4.22,1.321.35
VILLA MARIA DEL TRIUNFO,02/10/2025,13:00,,,,,5.09,1.412.20
VILLA MARIA DEL TRIUNFO,02/10/2025,12:00,,,,,4.87,1.532.95
VILLA MARIA DEL TRIUNFO,02/10/2025,11:00,,,,,5.10,1.578.95
VILLA MARIA DEL TRIUNFO,02/10/2025,10:00,,,,,4.47,1.615.75
VILLA MARIA DEL TRIUNFO,02/10/2025,09:00,,,,,5.02,1.519.15
VILLA MARIA DEL TRIUNFO,02/10/2025,08:00,,,,,4.74,1.443.25
VILLA MARIA DEL TRIUNFO,02/10/2025,07:00,,,,,4.79,1.322.50
VILLA MARIA DEL TRIUNFO,02/10/2025,06:00,,,,,4.37,1.237.40
VILLA MARIA DEL TRIUNFO,02/10/2025,05:00,,,,,4.70,1.209.80
VILLA MARIA DEL TRIUNFO,02/10/2025,04:00,,,,,5.12,1.230.50
VILLA MARIA DEL TRIUNFO,02/10/2025,03:00,,,,,4.41,1.256.95
VILLA MARIA DEL TRIUNFO,02/10/2025,02:00,,,,,4.39,1.301.80
VILLA MARIA DEL TRIUNFO,02/10/2025,01:00,,,,,4.78,1.347.80
VILLA MARIA DEL TRIUNFO,02/10/2025,00:00,,,,,4.73,1.415.65
VILLA MARIA DEL TRIUNFO,01/10/2025,23:00,,,,,4.62,1.432.90
VILLA MARIA DEL TRIUNFO,01/10/2025,22:00,,,,,4.43,1.475.45
VILLA MARIA DEL TRIUNFO,01/10/2025,21:00,,,,,4.78,1.446.70
VILLA MARIA DEL TRIUNFO,01/10/2025,20:00,,,,,4.46,1.388.05
VILLA MARIA DEL TRIUNFO,01/10/2025,19:00,,,,,5.07,1.328.25
VILLA MARIA DEL TRIUNFO,01/10/2025,18:00,,,,,4.81,1.315.60
VILLA MARIA DEL TRIUNFO,03/10/2025,18:00,,,,,5.00,1.246.60
VILLA MARIA DEL TRIUNFO,03/10/2025,17:00,,,,,4.86,1.191.40
VILLA MARIA DEL TRIUNFO,03/10/2025,16:00,,,,,4.77,1.215.55
VILLA MARIA DEL TRIUNFO,03/10/2025,15:00,,,,,4.47,1.311.00
VILLA MARIA DEL TRIUNFO,03/10/2025,14:00,,,,,4.67,1.343.20
VILLA MARIA DEL TRIUNFO,03/10/2025,13:00,,,,,5.00,1.363.90
VILLA MARIA DEL TRIUNFO,03/10/2025,12:00,,,,,5.01,1.399.55
VILLA MARIA DEL TRIUNFO,03/10/2025,11:00,,,,,4.73,1.400.70
VILLA MARIA DEL TRIUNFO,03/10/2025,10:00,,,,,4.73,1.462.80
VILLA MARIA DEL TRIUNFO,03/10/2025,09:00,,,,,5.41,1.454.75
VILLA MARIA DEL TRIUNFO,03/10/2025,08:00,,,,,4.67,1.380.00
VILLA MARIA DEL TRIUNFO,03/10/2025,07:00,,,,,4.90,1.269.60
VILLA MARIA DEL TRIUNFO,03/10/2025,06:00,,,,,4.90,1.161.50
VILLA MARIA DEL TRIUNFO,03/10/2025,05:00,,,,,4.87,1.156.90
VILLA MARIA DEL TRIUNFO,03/10/2025,04:00,,,,,5.20,1.166.10
VILLA MARIA DEL TRIUNFO,03/10/2025,03:00,,,,,4.82,1.225.90
VILLA MARIA DEL TRIUNFO,03/10/2025,02:00,,,,,5.16,1.270.75
VILLA MARIA DEL TRIUNFO,03/10/2025,01:00,,,,,5.31,1.382.30
VILLA MARIA DEL TRIUNFO,03/10/2025,00:00,,,,,4.57,1.465.10
VILLA MARIA DEL TRIUNFO,02/10/2025,23:00,,,,,4.91,1.469.70
VILLA MARIA DEL TRIUNFO,02/10/2025,22:00,,,,,4.71,1.469.70
VILLA MARIA DEL TRIUNFO,02/10/2025,21:00,,,,,4.52,1.516.85
VILLA MARIA DEL TRIUNFO,02/10/2025,20:00,,,,,4.78,1.474.30
VILLA MARIA DEL TRIUNFO,02/10/2025,19:00,,,,,4.86,1.361.60
VILLA MARIA DEL TRIUNFO,02/10/2025,18:00,,,,,5.01,1.306.40
VILLA MARIA DEL TRIUNFO,02/10/2025,17:00,,,,,5.24,1.261.55
VILLA MARIA DEL TRIUNFO,02/10/2025,16:00,,,,,4.99,1.253.50
VILLA MARIA DEL TRIUNFO,02/10/2025,15:00,,,,,4.66,1.261.55
VILLA MARIA DEL TRIUNFO,02/10/2025,14:00,,,,,4.22,1.321.35
VILLA MARIA DEL TRIUNFO,02/10/2025,13:00,,,,,5.09,1.412.20
VILLA MARIA DEL TRIUNFO,02/10/2025,12:00,,,,,4.87,1.532.95
VILLA MARIA DEL TRIUNFO,02/10/2025,11:00,,,,,5.10,1.578.95
VILLA MARIA DEL TRIUNFO,02/10/2025,10:00,,,,,4.47,1.615.75
VILLA MARIA DEL TRIUNFO,02/10/2025,09:00,,,,,5.02,1.519.15
VILLA MARIA DEL TRIUNFO,02/10/2025,08:00,,,,,4.74,1.443.25
VILLA MARIA DEL TRIUNFO,02/10/2025,07:00,,,,,4.79,1.322.50
VILLA MARIA DEL TRIUNFO,02/10/2025,06:00,,,,,4.37,1.237.40
VILLA MARIA DEL TRIUNFO,02/10/2025,05:00,,,,,4.70,1.209.80
VILLA MARIA DEL TRIUNFO,02/10/2025,04:00,,,,,5.12,1.230.50
VILLA MARIA DEL TRIUNFO,02/10/2025,03:00,,,,,4.41,1.256.95
VILLA MARIA DEL TRIUNFO,02/10/2025,02:00,,,,,4.39,1.301.80
VILLA MARIA DEL TRIUNFO,02/10/2025,01:00,,,,,4.78,1.347.80
VILLA MARIA DEL TRIUNFO,02/10/2025,00:00,,,,,4.73,1.415.65
VILLA MARIA DEL TRIUNFO,01/10/2025,23:00,,,,,4.62,1.432.90
VILLA MARIA DEL TRIUNFO,01/10/2025,22:00,,,,,4.43,1.475.45
VILLA MARIA DEL TRIUNFO,01/10/2025,21:00,,,,,4.78,1.446.70
VILLA MARIA DEL TRIUNFO,01/10/2025,20:00,,,,,4.46,1.388.05
VILLA MARIA DEL TRIUNFO,01/10/2025,19:00,,,,,5.07,1.328.25
VILLA MARIA DEL TRIUNFO,01/10/2025,18:00,,,,,4.81,1.315.60
CAMPO DE MARTE,03/10/2025,18:00,21.85,39.57,8.88,22.79,4.16,722.20
CAMPO DE MARTE,03/10/2025,17:00,17.43,40.50,9.46,22.07,4.38,708.40
CAMPO DE MARTE,03/10/2025,16:00,15.24,35.03,9.95,21.79,4.26,714.15
CAMPO DE MARTE,03/10/2025,15:00,17.80,39.02,9.95,21.68,4.38,739.45
CAMPO DE MARTE,03/10/2025,14:00,19.66,33.43,10.33,21.60,4.18,711.85
CAMPO DE MARTE,03/10/2025,13:00,21.81,38.24,10.10,21.70,4.19,716.45
CAMPO DE MARTE,03/10/2025,12:00,26.25,41.57,9.35,21.90,4.16,693.45
CAMPO DE MARTE,03/10/2025,11:00,27.11,40.63,9.15,21.98,4.02,755.55
CAMPO DE MARTE,03/10/2025,10:00,28.89,43.21,8.72,22.22,4.17,721.05
CAMPO DE MARTE,03/10/2025,09:00,26.69,39.91,8.67,22.33,4.24,707.25
CAMPO DE MARTE,03/10/2025,08:00,25.84,38.50,8.49,22.24,4.22,753.25
CAMPO DE MARTE,03/10/2025,07:00,21.40,31.72,8.34,21.81,4.23,737.15
CAMPO DE MARTE,03/10/2025,06:00,13.88,20.22,8.28,21.34,4.39,760.15
CAMPO DE MARTE,03/10/2025,05:00,13.06,18.94,8.43,21.13,4.29,704.95
CAMPO DE MARTE,03/10/2025,04:00,14.66,21.69,8.38,21.24,4.11,683.10
CAMPO DE MARTE,03/10/2025,03:00,13.75,20.13,8.37,21.26,4.14,726.80
CAMPO DE MARTE,03/10/2025,02:00,14.99,22.05,8.53,21.47,4.04,733.70
CAMPO DE MARTE,03/10/2025,01:00,18.17,27.10,8.39,21.70,4.05,727.95
CAMPO DE MARTE,03/10/2025,00:00,15.79,23.57,8.39,21.79,4.01,696.90
CAMPO DE MARTE,02/10/2025,23:00,15.76,23.52,8.46,21.90,3.98,737.15
CAMPO DE MARTE,02/10/2025,22:00,16.64,24.83,8.50,22.30,4.24,752.10
CAMPO DE MARTE,02/10/2025,21:00,15.53,23.05,8.38,22.39,4.21,719.90
