Estacion,Fecha,Hora,"PM 2,5",PM 10,SO2,NO2,O3,CO
SAN MARTIN DE PORRES,05/10/2025,13:00,22.60,31.78,7.63,43.78,2.11,640.65
PUENTE PIEDRA,05/10/2025,13:00,14.98,,11.44,11.05,40.59,
PARIACHI,05/10/2025,14:00,15.85,24.17,11.88,76.59,15.40,"3,308.55"
SAN BORJA,05/10/2025,14:00,18.42,50.37,62.30,30.87,49.74,846.40
VILLA MARIA DEL TRIUNFO,05/10/2025,14:00,,,,,4.78,"1,338.60"
CAMPO DE MARTE,05/10/2025,14:00,16.97,29.68,9.83,21.38,4.04,723.35
SANTA ANITA,05/10/2025,14:00,32.53,43.36,204.80,37.72,35.25,"2,660.24"
SAN JUAN DE LURIGANCHO,05/10/2025,14:00,24.76,39.75,1.30,29.94,7.11,"1,090.30"
CERES (CRS),05/10/2025,14:00,,,5.61,21.85,76.36,
CARABAYLLO,05/10/2025,14:00,,,9.57,39.27,12.16,"1,288.00"
SAN MARTIN DE PORRES,05/10/2025,14:00,21.11,30.82,7.94,43.08,2.40,643.79
PUENTE PIEDRA,05/10/2025,14:00,17.90,,11.31,10.72,41.40,
PARIACHI,05/10/2025,15:00,14.65,38.34,11.37,73.26,18.53,"3,351.10"
SAN BORJA,05/10/2025,15:00,15.82,40.59,"5,402.44",29.18,45.04,732.55
VILLA MARIA DEL TRIUNFO,05/10/2025,15:00,,,,,4.79,"1,302.95"
CAMPO DE MARTE,05/10/2025,15:00,15.50,24.77,9.62,21.26,4.05,746.35
SANTA ANITA,05/10/2025,15:00,28.08,38.49,200.55,36.19,34.24,"2,681.55"
SAN JUAN DE LURIGANCHO,05/10/2025,15:00,20.75,37.14,1.24,32.06,7.19,"1,194.64"
CERES (CRS),05/10/2025,15:00,,,5.53,21.11,70.87,
CARABAYLLO,05/10/2025,15:00,,,9.37,39.99,13.85,"1,277.65"
SAN MARTIN DE PORRES,05/10/2025,15:00,18.35,25.80,7.65,42.60,1.92,616.99
PUENTE PIEDRA,05/10/2025,15:00,14.53,,11.32,9.70,39.79,
PARIACHI,05/10/2025,16:00,13.18,26.22,11.45,71.69,16.28,"3,300.50"
SAN BORJA,05/10/2025,16:00,14.60,39.39,"7,964.80",27.02,42.04,717.60
VILLA MARIA DEL TRIUNFO,05/10/2025,16:00,,,,,4.93,"1,270.75"
CAMPO DE MARTE,05/10/2025,16:00,14.07,20.45,9.11,21.28,4.14,724.50
SANTA ANITA,05/10/2025,16:00,24.35,34.61,199.48,40.24,25.26,"2,653.64"
SAN JUAN DE LURIGANCHO,05/10/2025,16:00,16.56,24.23,1.04,30.62,6.80,"1,226.51"
CERES (CRS),05/10/2025,16:00,,,3.76,20.19,69.68,
CARABAYLLO,05/10/2025,16:00,,,9.95,36.83,13.09,"1,288.00"
SAN MARTIN DE PORRES,05/10/2025,16:00,17.91,25.53,7.13,40.91,2.24,627.90
PUENTE PIEDRA,05/10/2025,16:00,18.34,,11.28,7.65,45.33,
PARIACHI,05/10/2025,17:00,12.24,16.31,11.02,72.88,11.54,"3,264.85"
SAN BORJA,05/10/2025,17:00,14.15,36.79,"1,643.53",26.77,38.26,802.70
VILLA MARIA DEL TRIUNFO,05/10/2025,17:00,,,,,4.97,"1,233.95"
CAMPO DE MARTE,05/10/2025,17:00,12.96,18.31,8.69,21.24,4.05,706.10
SANTA ANITA,05/10/2025,17:00,20.27,27.98,193.10,38.71,22.35,"2,636.76"
SAN JUAN DE LURIGANCHO,05/10/2025,17:00,14.76,21.47,1.07,34.41,5.86,"1,265.81"
CERES (CRS),05/10/2025,17:00,,,2.80,22.73,47.12,
CARABAYLLO,05/10/2025,17:00,,,9.24,37.52,11.81,"1,331.70"
SAN MARTIN DE PORRES,05/10/2025,17:00,16.93,22.94,7.21,40.61,2.03,643.75
PUENTE PIEDRA,05/10/2025,17:00,18.17,,12.57,13.94,39.22,
PARIACHI,05/10/2025,18:00,6.59,7.18,10.49,73.68,6.46,"3,154.45"
SAN BORJA,05/10/2025,18:00,15.13,38.40,"6,421.62",28.07,26.09,917.70
VILLA MARIA DEL TRIUNFO,05/10/2025,18:00,,,,,5.17,"1,228.20"
CAMPO DE MARTE,05/10/2025,18:00,13.87,19.92,8.33,21.45,4.30,726.80
SANTA ANITA,05/10/2025,18:00,19.47,27.41,188.78,50.93,10.06,"2,605.94"
SAN JUAN DE LURIGANCHO,05/10/2025,18:00,11.87,14.83,1.11,29.14,5.56,"1,095.62"
CERES (CRS),05/10/2025,18:00,,,2.55,21.24,31.69,
CARABAYLLO,05/10/2025,18:00,,,8.70,34.33,8.99,"1,380.00"
SAN MARTIN DE PORRES,05/10/2025,18:00,16.96,23.13,6.70,39.83,2.10,638.88
PUENTE PIEDRA,05/10/2025,18:00,17.84,,16.76,26.08,25.72,
PARIACHI,05/10/2025,20:00,11.67,12.67,10.19,69.19,4.42,"3,160.20"
SAN BORJA,05/10/2025,20:00,15.11,39.80,108.86,27.41,27.87,886.65
VILLA MARIA DEL TRIUNFO,05/10/2025,20:00,,,,,5.08,"1,365.05"
CAMPO DE MARTE,05/10/2025,20:00,17.18,25.36,8.37,21.64,3.83,669.30
SANTA ANITA,05/10/2025,20:00,22.62,32.31,194.27,54.86,7.46,"2,673.16"
SAN JUAN DE LURIGANCHO,05/10/2025,20:00,12.47,15.06,,29.72,4.84,"1,083.99"
CERES (CRS),05/10/2025,20:00,,,2.12,28.14,13.28,
CARABAYLLO,05/10/2025,20:00,,,8.63,32.62,5.88,"1,392.65"
SAN MARTIN DE PORRES,05/10/2025,20:00,16.53,21.61,7.11,39.77,1.92,632.90
PUENTE PIEDRA,05/10/2025,20:00,19.79,,12.52,25.53,19.76,
PARIACHI,05/10/2025,22:00,33.92,39.72,9.94,63.64,4.80,"3,130.30"
SAN BORJA,05/10/2025,22:00,15.67,37.76,"6,340.40",27.67,33.40,819.95
VILLA MARIA DEL TRIUNFO,05/10/2025,22:00,,,,,4.82,"1,478.90"
CAMPO DE MARTE,05/10/2025,22:00,15.36,22.51,8.56,21.56,4.02,716.45
SANTA ANITA,05/10/2025,22:00,21.93,30.69,194.85,56.95,6.27,"2,698.17"
SAN JUAN DE LURIGANCHO,05/10/2025,22:00,14.93,17.03,,32.22,4.20,"1,093.02"
CERES (CRS),05/10/2025,22:00,,,2.31,29.25,7.44,
CARABAYLLO,05/10/2025,22:00,,,9.58,35.46,4.09,"1,419.10"
SAN MARTIN DE PORRES,05/10/2025,22:00,15.88,21.47,7.57,41.69,2.11,667.81
PUENTE PIEDRA,05/10/2025,22:00,20.71,,11.70,32.96,16.05,
PARIACHI,05/10/2025,23:00,40.09,46.86,9.90,61.45,4.92,"3,080.85"
SAN BORJA,05/10/2025,23:00,14.53,36.62,"3,015.62",27.92,34.01,834.90
VILLA MARIA DEL TRIUNFO,05/10/2025,23:00,,,,,4.87,"1,490.40"
CAMPO DE MARTE,05/10/2025,23:00,15.08,22.45,8.46,21.45,3.99,765.90
SANTA ANITA,05/10/2025,23:00,21.46,30.57,194.64,58.92,5.82,"2,709.32"
SAN JUAN DE LURIGANCHO,05/10/2025,23:00,14.66,16.77,,31.86,4.15,"1,071.38"
CERES (CRS),05/10/2025,23:00,,,1.02,26.30,10.90,
CARABAYLLO,05/10/2025,23:00,,,9.42,35.40,4.27,"1,424.85"
SAN MARTIN DE PORRES,05/10/2025,23:00,13.93,18.79,7.74,41.87,1.94,658.28
PUENTE PIEDRA,05/10/2025,23:00,16.42,,11.44,26.90,18.25,
PARIACHI,06/10/2025,00:00,36.69,42.20,10.02,59.97,5.04,"3,144.10"
SAN BORJA,06/10/2025,00:00,14.35,35.47,165.35,27.54,41.69,724.50
VILLA MARIA DEL TRIUNFO,06/10/2025,00:00,,,,,5.15,"1,427.15"
CAMPO DE MARTE,06/10/2025,00:00,15.29,22.64,8.46,21.41,4.14,727.95
SANTA ANITA,06/10/2025,00:00,19.75,27.79,196.53,56.91,6.78,"2,657.67"
SAN JUAN DE LURIGANCHO,06/10/2025,00:00,13.40,15.25,,30.87,3.60,"1,024.25"
CERES (CRS),06/10/2025,00:00,,,0.82,25.27,13.79,
CARABAYLLO,06/10/2025,00:00,,,9.62,34.40,5.18,"1,375.40"
SAN MARTIN DE PORRES,06/10/2025,00:00,14.39,19.25,4.34,41.74,2.04,626.54
PUENTE PIEDRA,06/10/2025,00:00,14.07,,12.14,22.30,18.21,
PARIACHI,06/10/2025,01:00,16.04,17.45,10.44,58.05,4.77,"3,016.45"
SAN BORJA,06/10/2025,01:00,15.50,40.56,864.08,26.17,54.47,645.15
VILLA MARIA DEL TRIUNFO,06/10/2025,01:00,,,,,4.81,"1,299.50"
CAMPO DE MARTE,06/10/2025,01:00,13.96,20.52,8.45,21.19,4.26,711.85
SANTA ANITA,06/10/2025,01:00,19.52,28.10,200.64,54.09,7.47,"2,585.78"
SAN JUAN DE LURIGANCHO,06/10/2025,01:00,11.35,12.41,,26.54,4.64,894.47
CERES (CRS),06/10/2025,01:00,,,0.79,17.41,28.77,
CARABAYLLO,06/10/2025,01:00,,,8.81,32.39,6.48,"1,281.10"
SAN MARTIN DE PORRES,06/10/2025,01:00,14.62,19.86,3.56,41.94,2.40,617.61
PUENTE PIEDRA,06/10/2025,01:00,13.18,,12.63,18.99,23.01,
PARIACHI,06/10/2025,02:00,49.80,59.69,10.00,55.28,4.75,"2,999.20"
SAN BORJA,06/10/2025,02:00,15.03,36.36,"6,453.06",24.03,58.13,606.05
VILLA MARIA DEL TRIUNFO,06/10/2025,02:00,,,,,4.82,"1,238.55"
CAMPO DE MARTE,06/10/2025,02:00,14.98,22.00,8.50,21.13,3.95,762.45
SANTA ANITA,06/10/2025,02:00,22.95,32.81,207.20,46.01,12.50,"2,527.93"
SAN JUAN DE LURIGANCHO,06/10/2025,02:00,11.73,12.58,,18.60,5.36,780.81
CERES (CRS),06/10/2025,02:00,,,0.87,18.07,28.69,
CARABAYLLO,06/10/2025,02:00,,,8.82,28.09,8.92,"1,193.70"
SAN MARTIN DE PORRES,06/10/2025,02:00,16.15,22.58,5.35,41.33,2.43,589.39
PUENTE PIEDRA,06/10/2025,02:00,15.34,,14.67,20.08,23.30,
PARIACHI,06/10/2025,03:00,62.06,74.90,10.11,54.82,4.69,"2,941.70"
SAN BORJA,06/10/2025,03:00,15.26,39.23,"1,601.08",23.33,57.80,601.45
VILLA MARIA DEL TRIUNFO,06/10/2025,03:00,,,,,4.69,"1,201.75"
CAMPO DE MARTE,06/10/2025,03:00,16.68,24.69,8.54,21.19,4.10,759.00
SANTA ANITA,06/10/2025,03:00,22.65,30.44,212.65,33.53,20.11,"2,468.51"
SAN JUAN DE LURIGANCHO,06/10/2025,03:00,14.77,15.77,,17.51,5.36,730.69
CERES (CRS),06/10/2025,03:00,,,0.91,19.29,26.05,
CARABAYLLO,06/10/2025,03:00,,,8.75,25.38,9.97,"1,133.90"
SAN MARTIN DE PORRES,06/10/2025,03:00,18.42,26.49,7.64,41.43,2.13,557.71
PUENTE PIEDRA,06/10/2025,03:00,15.04,,16.76,18.07,25.87,
PARIACHI,06/10/2025,04:00,71.95,86.94,10.28,55.36,4.56,"2,945.15"
SAN BORJA,06/10/2025,04:00,17.56,48.79,2.63,23.31,57.06,606.05
VILLA MARIA DEL TRIUNFO,06/10/2025,04:00,,,,,4.77,"1,174.15"
CAMPO DE MARTE,06/10/2025,04:00,19.01,28.31,8.58,21.28,4.31,747.50
SANTA ANITA,06/10/2025,04:00,23.39,31.19,211.54,31.99,20.16,"2,440.55"
SAN JUAN DE LURIGANCHO,06/10/2025,04:00,19.56,20.61,,16.27,5.97,699.24
CERES (CRS),06/10/2025,04:00,,,0.79,17.39,28.95,
CARABAYLLO,06/10/2025,04:00,,,8.99,24.74,8.62,"1,110.90"
SAN MARTIN DE PORRES,06/10/2025,04:00,20.40,29.27,7.54,42.47,2.06,547.07
PUENTE PIEDRA,06/10/2025,04:00,17.35,,16.07,12.31,32.61,
PARIACHI,06/10/2025,05:00,48.09,55.61,10.08,56.04,4.79,"3,000.35"
SAN BORJA,06/10/2025,05:00,19.76,47.23,"3,523.90",24.65,43.24,650.90
VILLA MARIA DEL TRIUNFO,06/10/2025,05:00,,,,,4.94,"1,179.90"
CAMPO DE MARTE,06/10/2025,05:00,22.52,33.51,8.49,21.64,4.10,701.50
SANTA ANITA,06/10/2025,05:00,28.15,36.72,210.76,45.69,11.08,"2,567.84"
SAN JUAN DE LURIGANCHO,06/10/2025,05:00,24.24,25.60,,16.83,5.86,706.46
CERES (CRS),06/10/2025,05:00,,,0.94,20.72,19.64,
CARABAYLLO,06/10/2025,05:00,,,9.18,25.02,8.00,"1,114.35"
SAN MARTIN DE PORRES,06/10/2025,05:00,26.20,38.60,7.89,43.99,2.04,561.37
PUENTE PIEDRA,06/10/2025,05:00,14.45,,16.06,15.98,25.40,
PARIACHI,06/10/2025,06:00,48.16,54.62,10.33,55.86,4.79,"3,056.70"
SAN BORJA,06/10/2025,06:00,21.86,48.39,748.80,27.65,23.79,775.10
VILLA MARIA DEL TRIUNFO,06/10/2025,06:00,,,,,4.76,"1,222.45"
CAMPO DE MARTE,06/10/2025,06:00,23.09,34.45,8.69,22.30,3.99,740.60
SANTA ANITA,06/10/2025,06:00,32.47,43.49,211.14,55.18,6.10,"2,630.26"
SAN JUAN DE LURIGANCHO,06/10/2025,06:00,23.04,24.66,,19.96,4.87,798.27
CERES (CRS),06/10/2025,06:00,,,1.70,28.48,6.53,
CARABAYLLO,06/10/2025,06:00,,,8.84,27.52,6.97,"1,140.80"
SAN MARTIN DE PORRES,06/10/2025,06:00,26.19,39.08,7.62,43.46,1.77,583.11
PUENTE PIEDRA,06/10/2025,06:00,18.37,,13.06,23.52,17.31,
PARIACHI,06/10/2025,07:00,44.34,50.49,10.37,56.68,4.88,"3,113.05"
SAN BORJA,06/10/2025,07:00,19.91,50.51,"2,145.78",30.89,20.52,968.30
VILLA MARIA DEL TRIUNFO,06/10/2025,07:00,,,,,5.00,"1,340.90"
CAMPO DE MARTE,06/10/2025,07:00,23.11,34.52,8.67,22.45,4.00,759.00
SANTA ANITA,06/10/2025,07:00,32.00,42.47,209.97,53.70,6.71,"2,721.34"
SAN JUAN DE LURIGANCHO,06/10/2025,07:00,26.05,28.91,,22.53,4.25,913.02
CERES (CRS),06/10/2025,07:00,,,2.74,29.52,7.26,
CARABAYLLO,06/10/2025,07:00,,,9.54,27.49,7.06,"1,209.80"
SAN MARTIN DE PORRES,06/10/2025,07:00,33.79,50.64,8.06,45.96,2.62,641.39
PUENTE PIEDRA,06/10/2025,07:00,19.94,,12.24,24.44,16.21,
PARIACHI,06/10/2025,08:00,37.99,42.42,10.57,58.24,5.10,"3,199.30"
SAN BORJA,06/10/2025,08:00,19.89,54.40,"5,148.30",34.18,16.93,"1,171.85"
VILLA MARIA DEL TRIUNFO,06/10/2025,08:00,,,,,4.86,"1,430.60"
CAMPO DE MARTE,06/10/2025,08:00,23.29,34.77,8.75,23.01,4.09,680.80
SANTA ANITA,06/10/2025,08:00,37.36,51.88,209.63,53.85,7.12,"2,839.93"
SAN JUAN DE LURIGANCHO,06/10/2025,08:00,27.39,32.86,,24.37,4.21,971.27
CERES (CRS),06/10/2025,08:00,,,6.95,29.85,10.55,
CARABAYLLO,06/10/2025,08:00,,,9.41,28.14,6.93,"1,292.60"
SAN MARTIN DE PORRES,06/10/2025,08:00,24.82,37.12,8.17,48.87,2.33,767.38
PUENTE PIEDRA,06/10/2025,08:00,14.78,,12.38,22.30,20.38,
PARIACHI,06/10/2025,09:00,37.09,41.90,11.05,63.49,5.37,"3,358.00"
SAN BORJA,06/10/2025,09:00,24.12,91.90,"2,135.30",35.59,13.81,"1,259.25"
VILLA MARIA DEL TRIUNFO,06/10/2025,09:00,,,,,4.68,"1,511.10"
CAMPO DE MARTE,06/10/2025,09:00,23.48,35.04,9.04,22.73,4.10,719.90
SANTA ANITA,06/10/2025,09:00,44.87,62.35,209.81,60.77,9.21,"2,932.21"
SAN JUAN DE LURIGANCHO,06/10/2025,09:00,29.61,35.74,,26.51,4.85,"1,128.34"
CERES (CRS),06/10/2025,09:00,,,5.82,31.88,14.97,
CARABAYLLO,06/10/2025,09:00,,,9.37,30.08,6.87,"1,368.50"
SAN MARTIN DE PORRES,06/10/2025,09:00,24.08,35.89,8.34,48.73,1.92,805.50
PUENTE PIEDRA,06/10/2025,09:00,15.62,,12.81,19.01,24.05,
PARIACHI,06/10/2025,10:00,53.14,64.66,11.09,71.72,5.60,"3,444.25"
SAN BORJA,06/10/2025,10:00,24.90,69.71,78.99,35.55,15.39,"1,185.65"
VILLA MARIA DEL TRIUNFO,06/10/2025,10:00,,,,,4.49,"1,562.85"
CAMPO DE MARTE,06/10/2025,10:00,25.94,38.84,9.14,22.50,4.13,755.55
SANTA ANITA,06/10/2025,10:00,45.58,64.82,207.76,61.78,8.31,"2,930.66"
SAN JUAN DE LURIGANCHO,06/10/2025,10:00,32.73,40.30,,27.36,4.88,"1,162.84"
CERES (CRS),06/10/2025,10:00,,,4.95,34.78,24.74,
CARABAYLLO,06/10/2025,10:00,,,9.73,33.35,7.22,"1,422.55"
SAN MARTIN DE PORRES,06/10/2025,10:00,21.16,31.60,8.26,48.68,2.15,792.75
PUENTE PIEDRA,06/10/2025,10:00,19.22,,12.93,14.34,30.32,
PARIACHI,06/10/2025,11:00,51.37,67.96,11.47,79.81,5.72,"3,510.95"
SAN BORJA,06/10/2025,11:00,21.86,69.64,13.28,37.19,26.68,"1,100.55"
VILLA MARIA DEL TRIUNFO,06/10/2025,11:00,,,,,4.76,"1,631.85"
CAMPO DE MARTE,06/10/2025,11:00,24.53,42.69,9.23,22.39,4.01,709.55
SANTA ANITA,06/10/2025,11:00,44.08,66.00,205.89,67.69,13.55,"2,985.61"
SAN JUAN DE LURIGANCHO,06/10/2025,11:00,36.23,45.33,,33.62,4.76,"1,241.50"
CERES (CRS),06/10/2025,11:00,,,5.82,32.58,40.63,
CARABAYLLO,06/10/2025,11:00,,,10.32,35.49,8.98,"1,376.55"
SAN MARTIN DE PORRES,06/10/2025,11:00,21.00,31.14,7.86,46.13,1.97,748.52
PUENTE PIEDRA,06/10/2025,11:00,21.12,,12.29,10.51,38.81,
PARIACHI,06/10/2025,12:00,44.39,70.58,11.57,91.20,6.88,"3,553.50"
SAN BORJA,06/10/2025,12:00,18.57,55.68,3.08,38.03,39.63,982.10
VILLA MARIA DEL TRIUNFO,06/10/2025,12:00,,,,,4.76,"1,637.60"
CAMPO DE MARTE,06/10/2025,12:00,22.81,49.22,9.66,22.01,4.14,688.85
SANTA ANITA,06/10/2025,12:00,37.07,62.39,208.35,69.86,18.23,"2,972.33"
SAN JUAN DE LURIGANCHO,06/10/2025,12:00,30.05,42.11,,35.63,5.29,"1,218.41"
CERES (CRS),06/10/2025,12:00,,,5.14,34.67,53.96,
CARABAYLLO,06/10/2025,12:00,,,9.77,39.69,11.70,"1,366.20"
SAN MARTIN DE PORRES,06/10/2025,12:00,23.02,40.83,7.84,46.63,2.07,708.76
PUENTE PIEDRA,06/10/2025,12:00,21.67,,12.06,10.87,49.45,
PARIACHI,06/10/2025,13:00,41.11,75.30,11.79,92.08,9.65,"3,537.40"
SAN BORJA,06/10/2025,13:00,17.59,50.31,53.87,38.52,55.19,868.25
VILLA MARIA DEL TRIUNFO,06/10/2025,13:00,,,,,4.57,"1,590.45"
CAMPO DE MARTE,06/10/2025,13:00,19.49,37.61,9.99,21.60,4.29,721.05
SANTA ANITA,06/10/2025,13:00,28.32,48.47,207.59,67.71,19.81,"2,848.05"
SAN JUAN DE LURIGANCHO,06/10/2025,13:00,24.20,42.63,,39.93,5.41,"1,206.94"
CERES (CRS),06/10/2025,13:00,,,3.48,27.60,72.19,
CARABAYLLO,06/10/2025,13:00,,,9.84,41.75,15.99,"1,345.50"
SAN MARTIN DE PORRES,06/10/2025,13:00,23.18,43.33,8.05,47.44,2.09,686.90
PUENTE PIEDRA,06/10/2025,13:00,21.06,,12.02,7.82,55.90,
PARIACHI,06/10/2025,14:00,41.00,75.45,11.42,84.75,16.15,"3,371.80"
SAN BORJA,06/10/2025,14:00,19.11,63.42,"5,412.92",38.48,55.51,891.25
VILLA MARIA DEL TRIUNFO,06/10/2025,14:00,,,,,5.13,"1,446.70"
CAMPO DE MARTE,06/10/2025,14:00,22.86,44.70,10.11,21.64,4.15,704.95
SANTA ANITA,06/10/2025,14:00,25.88,45.42,202.13,75.86,16.30,"2,793.47"
SAN JUAN DE LURIGANCHO,06/10/2025,14:00,21.22,34.41,,39.39,5.63,"1,179.73"
CERES (CRS),06/10/2025,14:00,,,2.05,22.18,81.73,
CARABAYLLO,06/10/2025,14:00,,,9.91,44.03,18.76,"1,389.20"
SAN MARTIN DE PORRES,06/10/2025,14:00,23.33,40.29,7.56,48.26,2.22,679.88
PUENTE PIEDRA,06/10/2025,14:00,24.59,,11.99,6.80,54.02,
PARIACHI,06/10/2025,15:00,40.75,65.70,11.56,77.91,19.60,"3,389.05"
SAN BORJA,06/10/2025,15:00,26.15,106.40,"1,580.38",39.14,55.55,848.70
VILLA MARIA DEL TRIUNFO,06/10/2025,15:00,,,,,3.93,"1,347.80"
CAMPO DE MARTE,06/10/2025,15:00,25.47,47.42,9.78,21.56,4.22,724.50
SANTA ANITA,06/10/2025,15:00,32.43,59.26,202.07,72.63,18.14,"2,764.75"
SAN JUAN DE LURIGANCHO,06/10/2025,15:00,21.79,37.33,,42.63,5.69,"1,213.69"
CERES (CRS),06/10/2025,15:00,,,3.21,21.53,80.58,
CARABAYLLO,06/10/2025,15:00,,,9.78,43.54,17.48,"1,407.60"
SAN MARTIN DE PORRES,06/10/2025,15:00,24.67,37.86,7.14,48.43,2.78,696.44
PUENTE PIEDRA,06/10/2025,15:00,20.70,,17.43,14.77,55.62,
PARIACHI,06/10/2025,16:00,36.97,59.28,11.87,81.82,15.90,0.00
SAN BORJA,06/10/2025,16:00,30.37,132.60,"1,730.25",39.61,58.25,916.55
VILLA MARIA DEL TRIUNFO,06/10/2025,16:00,,,,,4.37,"1,306.40"
CAMPO DE MARTE,06/10/2025,16:00,27.11,49.04,9.64,21.71,4.16,725.65
SANTA ANITA,06/10/2025,16:00,38.08,72.88,200.87,72.30,18.39,"2,733.95"
SAN JUAN DE LURIGANCHO,06/10/2025,16:00,26.80,46.40,,44.19,5.65,"1,342.59"
CERES (CRS),06/10/2025,16:00,,,10.63,23.56,73.48,
CARABAYLLO,06/10/2025,16:00,,,9.30,43.82,18.70,"1,430.60"
SAN MARTIN DE PORRES,06/10/2025,16:00,26.36,40.38,7.14,49.39,3.08,690.44
PUENTE PIEDRA,06/10/2025,16:00,26.04,,13.63,31.79,55.78,
PARIACHI,06/10/2025,17:00,36.99,48.32,12.23,86.08,10.11,"3,343.05"
SAN BORJA,06/10/2025,17:00,29.88,93.00,"2,992.04",42.07,59.92,966.00
VILLA MARIA DEL TRIUNFO,06/10/2025,17:00,,,,,5.05,"1,305.25"
CAMPO DE MARTE,06/10/2025,17:00,30.24,43.62,9.26,21.96,4.05,734.85
SANTA ANITA,06/10/2025,17:00,37.35,54.17,198.14,73.68,18.27,"2,732.32"
SAN JUAN DE LURIGANCHO,06/10/2025,17:00,28.69,44.22,,47.05,4.99,"1,332.87"
CERES (CRS),06/10/2025,17:00,,,13.36,26.66,60.96,
CARABAYLLO,06/10/2025,17:00,,,9.11,43.00,16.90,"1,450.15"
SAN MARTIN DE PORRES,06/10/2025,17:00,27.78,37.94,7.01,51.39,3.85,711.66
PUENTE PIEDRA,06/10/2025,17:00,30.44,,12.04,46.74,41.89,
PARIACHI,06/10/2025,18:00,41.02,62.59,12.37,88.43,6.32,"3,297.05"
SAN BORJA,06/10/2025,18:00,29.24,86.70,,45.93,50.37,"1,105.15"
VILLA MARIA DEL TRIUNFO,06/10/2025,18:00,,,,,4.97,"1,366.20"
CAMPO DE MARTE,06/10/2025,18:00,29.34,43.21,8.65,22.43,4.09,695.75
SANTA ANITA,06/10/2025,18:00,39.88,57.81,199.98,81.95,14.33,"2,789.44"
SAN JUAN DE LURIGANCHO,06/10/2025,18:00,29.96,36.57,,42.09,5.22,"1,297.79"
CERES (CRS),06/10/2025,18:00,,,23.87,36.17,39.69,
CARABAYLLO,06/10/2025,18:00,,,8.39,44.80,13.07,"1,523.75"
SAN MARTIN DE PORRES,06/10/2025,18:00,28.18,36.64,7.79,52.75,3.75,720.03
PUENTE PIEDRA,06/10/2025,18:00,28.05,,12.00,53.15,33.69,
PARIACHI,06/10/2025,20:00,26.62,29.37,12.80,94.39,3.73,"3,467.25"
SAN BORJA,06/10/2025,20:00,14.95,45.79,345.05,36.36,22.85,"1,140.80"
VILLA MARIA DEL TRIUNFO,06/10/2025,20:00,,,,,4.73,"1,397.25"
CAMPO DE MARTE,06/10/2025,20:00,19.20,28.76,8.27,22.33,4.17,696.90
SANTA ANITA,06/10/2025,20:00,30.14,44.45,204.07,74.29,6.09,"2,823.06"
SAN JUAN DE LURIGANCHO,06/10/2025,20:00,20.75,25.91,,42.87,3.91,"1,287.14"
CERES (CRS),06/10/2025,20:00,,,31.68,41.49,6.52,
CARABAYLLO,06/10/2025,20:00,,,8.69,47.60,4.89,"1,660.60"
SAN MARTIN DE PORRES,06/10/2025,20:00,18.11,25.46,7.55,48.02,2.13,729.83
PUENTE PIEDRA,06/10/2025,20:00,25.96,,13.38,45.89,14.63,
PARIACHI,06/10/2025,22:00,20.20,22.09,11.94,77.73,4.56,"3,385.60"
SAN BORJA,06/10/2025,22:00,20.42,63.79,"4,854.86",33.48,24.11,"1,040.75"
VILLA MARIA DEL TRIUNFO,06/10/2025,22:00,,,,,4.77,"1,376.55"
CAMPO DE MARTE,06/10/2025,22:00,21.14,31.51,8.86,22.17,4.20,777.40
SANTA ANITA,06/10/2025,22:00,32.87,47.98,204.16,68.88,5.66,"2,796.76"
SAN JUAN DE LURIGANCHO,06/10/2025,22:00,24.90,28.61,,37.30,3.78,"1,256.36"
CERES (CRS),06/10/2025,22:00,,,20.56,36.85,5.19,
CARABAYLLO,06/10/2025,22:00,,,9.02,41.70,4.14,"1,545.60"
SAN MARTIN DE PORRES,06/10/2025,22:00,18.44,24.82,7.19,45.87,2.42,697.76
PUENTE PIEDRA,06/10/2025,22:00,16.45,,13.54,43.60,13.47,
PARIACHI,06/10/2025,23:00,24.54,27.04,11.85,74.37,4.83,"3,413.20"
SAN BORJA,06/10/2025,23:00,18.56,57.85,"1,645.88",32.13,23.87,952.20
VILLA MARIA DEL TRIUNFO,06/10/2025,23:00,,,,,4.88,"1,332.85"
CAMPO DE MARTE,06/10/2025,23:00,18.72,27.90,8.82,21.79,4.10,714.15
SANTA ANITA,06/10/2025,23:00,35.13,51.33,205.47,67.82,5.95,"2,780.60"
SAN JUAN DE LURIGANCHO,06/10/2025,23:00,27.37,31.20,,36.93,3.70,"1,221.32"
CERES (CRS),06/10/2025,23:00,,,12.76,35.61,5.26,
CARABAYLLO,06/10/2025,23:00,,,9.34,40.27,4.52,"1,491.55"
SAN MARTIN DE PORRES,06/10/2025,23:00,16.94,23.66,7.17,45.22,2.03,695.69
PUENTE PIEDRA,06/10/2025,23:00,16.40,,13.36,36.92,10.83,
PARIACHI,07/10/2025,00:00,21.43,23.42,11.75,71.30,5.10,"3,376.40"
SAN BORJA,07/10/2025,00:00,14.02,39.67,821.37,29.78,35.97,813.05
VILLA MARIA DEL TRIUNFO,07/10/2025,00:00,,,,,5.04,"1,391.50"
CAMPO DE MARTE,07/10/2025,00:00,15.77,23.49,8.63,21.47,4.35,725.65
SANTA ANITA,07/10/2025,00:00,34.99,51.96,204.97,66.24,5.48,"2,758.05"
